elapsed_time,data
1.3969,94.01248168945312
1.4412,94.01248168945312
1.4912,94.25668334960938
1.5406,94.52102661132812
1.5903,94.66552734375
1.6412,94.66552734375
1.6912,94.00076293945312
1.7404,93.3912353515625
1.7903,93.19073486328125
1.8403,93.19073486328125
1.8902,91.57904052734375
1.9402,90.4344482421875
1.9902,90.54019165039062
2.0403,90.54019165039062
2.0904,92.20333862304688
2.1402,92.88671875
2.1903,92.88671875
2.2402,92.95977783203125
2.2902,94.89227294921875
2.3402,95.49041748046875
2.3902,95.49041748046875
2.4402,96.2706298828125
2.4903,97.03451538085938
2.5403,97.28851318359375
2.5902,97.28851318359375
2.6402,98.51824951171875
2.6902,99.27572631835938
2.7403,70.92855834960938
2.7902,105.07647705078125
2.8403,105.0340576171875
2.8903,96.26654052734375
2.9404,96.74664306640625
2.9903,67.6783447265625
3.0402,52.2874755859375
3.0903,91.89968872070312
3.1403,72.63568115234375
3.1903,80.7845458984375
3.2404,98.5621337890625
3.2903,66.14068603515625
3.3403,75.49107360839844
3.3901,77.38302612304688
3.4403,76.95172119140625
3.4903,77.43505859375
3.5403,82.67095947265625
3.5902,87.27029418945312
3.6402,86.36529541015625
3.6903,84.6597900390625
3.7402,83.07000732421875
3.7902,83.76376342773438
3.8403,67.5328369140625
3.8902,79.84548950195312
3.9403,67.65554809570312
3.9902,71.36001586914062
4.0402,75.49649047851562
4.0902,67.74176025390625
4.1403,79.04776000976562
4.1902,65.17999267578125
4.2402,83.21792602539062
4.2903,89.82525634765625
4.3401,89.45458984375
4.3901,90.31768798828125
4.4402,94.3077392578125
4.4902,96.11773681640625
4.5402,93.10986328125
4.5903,102.24407958984375
4.6403,105.72283935546875
4.6903,102.23153686523438
4.7403,99.3875732421875
4.7903,91.52679443359375
4.8402,98.48992919921875
4.8904,93.56082153320312
4.9402,93.00711059570312
4.9903,93.91693115234375
5.0404,90.35345458984375
5.0903,93.515380859375
5.1402,93.28433227539062
5.1903,94.1781005859375
5.2402,93.84573364257812
5.2903,95.36328125
5.3402,94.82394409179688
5.3901,96.86468505859375
5.4403,95.885009765625
5.4903,98.23989868164062
5.5402,99.67486572265625
5.5903,94.03622436523438
5.6402,98.2325439453125
5.6903,86.8861083984375
5.7402,88.38763427734375
5.7903,90.5093994140625
5.8402,94.90652465820312
5.8903,95.46945190429688
5.9402,97.74044799804688
5.9903,81.5926513671875
6.0403,92.67916870117188
6.0903,84.92324829101562
6.1402,89.78250122070312
6.1903,96.13723754882812
6.2403,101.189208984375
6.2903,100.28512573242188
6.3402,99.61065673828125
6.3902,91.21954345703125
6.4404,76.89566040039062
6.4903,76.46755981445312
6.5402,86.01556396484375
6.5903,99.61325073242188
6.6402,93.06936645507812
6.6903,91.9498291015625
6.7402,84.29214477539062
6.7903,99.55984497070312
6.8402,84.397216796875
6.8903,88.16314697265625
6.9402,84.91213989257812
6.9903,88.07821655273438
7.0402,73.05256652832031
7.0903,77.40185546875
7.1402,77.82623291015625
7.1903,85.62075805664062
7.2402,105.20941162109375
7.2903,105.36007690429688
7.3402,97.66262817382812
7.3902,100.56048583984375
7.4402,107.13800048828125
7.4902,119.20880126953125
7.5403,133.5357666015625
7.5903,120.5264892578125
7.6401,109.37103271484375
7.6903,93.69390869140625
7.7401,98.67730712890625
7.7903,104.978759765625
7.8403,118.71231079101562
7.8903,130.39572143554688
7.9403,121.7578125
7.9904,105.7069091796875
8.0404,97.82363891601562
8.0902,105.21923828125
8.1403,114.13644409179688
8.1903,123.86331176757812
8.2402,118.74966430664062
8.2903,102.1744384765625
8.3403,102.71823120117188
8.3902,98.57379150390625
8.4404,121.71279907226562
8.4904,117.0909423828125
8.5403,114.09085083007812
8.5903,103.3023681640625
8.6402,102.26528930664062
8.6903,107.92254638671875
8.7403,118.143310546875
8.7903,116.611572265625
8.8403,109.16156005859375
8.8903,104.28302001953125
8.9403,106.7103271484375
8.9903,117.6165771484375
9.0403,113.7735595703125
9.0903,109.72933959960938
9.1403,107.9715576171875
9.1903,108.26296997070312
9.2402,110.64276123046875
9.2903,107.46682739257812
9.3403,109.3004150390625
9.3902,111.443603515625
9.4402,111.32809448242188
9.4903,110.67544555664062
9.5402,108.15673828125
